Profile,Census_Year,Category,Sub_Category,Sub_Order,Value
New Zealand (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,295
New Zealand (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,1607
New Zealand (country of birth),2016,Housing type,Flat or apartment attached to a house,7,0
New Zealand (country of birth),2016,Housing type,Caravan,8,0
New Zealand (country of birth),2016,Housing type,"Cabin, houseboat",9,0
New Zealand (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,9
New Zealand (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,7
New Zealand (country of birth),2016,Housing type,Not stated,12,13
New Zealand (country of birth),2016,Housing type,Not applicable,13,431
New Zealand (country of birth),2016,Housing tenure,Owned outright,1,188
New Zealand (country of birth),2016,Housing tenure,Owned with a mortgage,2,392
New Zealand (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,0
New Zealand (country of birth),2016,Housing tenure,Rented,4,2024
New Zealand (country of birth),2016,Housing tenure,Being occupied rent-free,5,21
New Zealand (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,6
New Zealand (country of birth),2016,Housing tenure,Other tenure type,7,13
New Zealand (country of birth),2016,Housing tenure,Not stated,8,65
New Zealand (country of birth),2016,Housing tenure,Not applicable,9,431
Singapore (country of birth),2016,Age,0-4 years,1,24
Singapore (country of birth),2016,Age,5-14 years,2,32
Singapore (country of birth),2016,Age,15-19 years,3,187
Singapore (country of birth),2016,Age,20-24 years,4,777
Singapore (country of birth),2016,Age,25-29 years,5,386
Singapore (country of birth),2016,Age,30-34 years,6,215
Singapore (country of birth),2016,Age,35-39 years,7,124
Singapore (country of birth),2016,Age,40-44 years,8,85
Singapore (country of birth),2016,Age,45-49 years,9,45
Singapore (country of birth),2016,Age,50-54 years,10,24
Singapore (country of birth),2016,Age,55-59 years,11,34
Singapore (country of birth),2016,Age,60-64 years,12,12
Singapore (country of birth),2016,Age,65+ years,13,29
Singapore (country of birth),2016,Proficiency in English,Speaks English only,1,732
Singapore (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,1035
Singapore (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,185
Singapore (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,14
Singapore (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,3
Singapore (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,3
Singapore (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,4
Singapore (country of birth),2016,Educational institution attendance,Preschool,1,4
Singapore (country of birth),2016,Educational institution attendance,Infants/Primary,2,18
Singapore (country of birth),2016,Educational institution attendance,Secondary,3,15
Singapore (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,40
Singapore (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,1038
Singapore (country of birth),2016,Educational institution attendance,Other,6,24
Singapore (country of birth),2016,Educational institution attendance,Not stated,7,12
Singapore (country of birth),2016,Educational institution attendance,Not applicable,8,799
Singapore (country of birth),2016,Level of education,Postgraduate Degree Level,1,249
Singapore (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,42
Singapore (country of birth),2016,Level of education,Bachelor Degree Level,3,667
Singapore (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,305
Singapore (country of birth),2016,Level of education,Certificate Level,5,21
Singapore (country of birth),2016,Level of education,Level of education inadequately described,6,21
Singapore (country of birth),2016,Level of education,Level of education not stated,7,15
Singapore (country of birth),2016,Level of education,Not applicable,8,637
Singapore (country of birth),2016,Religious affiliation,Buddhism,3,219
Singapore (country of birth),2016,Religious affiliation,Christianity,1,755
Singapore (country of birth),2016,Religious affiliation,Hinduism,5,47
Singapore (country of birth),2016,Religious affiliation,Islam,4,69
Singapore (country of birth),2016,Religious affiliation,Judaism,7,0
Singapore (country of birth),2016,Religious affiliation,Other Religions,6,19
Singapore (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,2,732
Singapore (country of birth),2016,Religious affiliation,Inadequately described,8,3
Singapore (country of birth),2016,Religious affiliation,Not stated,9,112
Singapore (country of birth),2016,Year of arrival,Before 2000,1,205
Singapore (country of birth),2016,Year of arrival,2000-2005,2,239
Singapore (country of birth),2016,Year of arrival,2006-2010,3,288
Singapore (country of birth),2016,Year of arrival,2011-2015,4,870
Singapore (country of birth),2016,Year of arrival,Arrived 2016,5,290
Singapore (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,14
Singapore (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,1922
Singapore (country of birth),2016,Need for assistance with core activities,Not stated,3,27
Singapore (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,1838
Singapore (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,41
Singapore (country of birth),2016,Providing paid assistance,Not stated,3,22
Singapore (country of birth),2016,Providing paid assistance,Not applicable,4,54
Singapore (country of birth),2016,Providing child care,Did not provide child care,1,1752
Singapore (country of birth),2016,Providing child care,Provided child care,2,132
Singapore (country of birth),2016,Providing child care,Not stated,3,19
Singapore (country of birth),2016,Providing child care,Not applicable,4,54
Singapore (country of birth),2016,Labour force status - detailed,"Employed, worked full-time",1,530
Singapore (country of birth),2016,Labour force status - detailed,"Employed, worked part-time",2,210
Singapore (country of birth),2016,Labour force status - detailed,"Employed, away from work",3,46
Singapore (country of birth),2016,Labour force status - detailed,"Unemployed, looking for full-time work",4,45
Singapore (country of birth),2016,Labour force status - detailed,"Unemployed, looking for part-time work",5,100
Singapore (country of birth),2016,Labour force status - detailed,Not in the labour force,6,974
Singapore (country of birth),2016,Labour force status - detailed,Not stated,7,8
Singapore (country of birth),2016,Labour force status - detailed,Not applicable,8,54
Singapore (country of birth),2016,Labour force status - overview,Employed,1,786
Singapore (country of birth),2016,Labour force status - overview,Unemployed,2,145
Singapore (country of birth),2016,Labour force status - overview,Not in the labour force,3,974
Singapore (country of birth),2016,Labour force status - overview,Not stated,4,8
Singapore (country of birth),2016,Labour force status - overview,Not applicable,5,54
Singapore (country of birth),2016,Occupation,Managers,3,84
Singapore (country of birth),2016,Occupation,Professionals,1,444
Singapore (country of birth),2016,Occupation,Technicians and Trades Workers,6,41
Vietnam (country of birth),2016,Housing tenure,Other tenure type,7,7
Singapore (country of birth),2016,Occupation,Community and Personal Service Workers,4,59
Singapore (country of birth),2016,Occupation,Clerical and Administrative Workers,2,87
Singapore (country of birth),2016,Occupation,Sales Workers,5,45
Singapore (country of birth),2016,Occupation,Machinery Operators and Drivers,8,3
Singapore (country of birth),2016,Occupation,Labourers,7,11
Singapore (country of birth),2016,Occupation,Inadequately described,9,7
Singapore (country of birth),2016,Occupation,Not stated,10,3
Singapore (country of birth),2016,Occupation,Not applicable,11,1177
Singapore (country of birth),2016,Personal weekly income - detailed,Negative income,1,16
Singapore (country of birth),2016,Personal weekly income - detailed,Nil income,2,816
Singapore (country of birth),2016,Personal weekly income - detailed,$1 - $149,3,101
Singapore (country of birth),2016,Personal weekly income - detailed,$150 - $299,4,92
Singapore (country of birth),2016,Personal weekly income - detailed,$300 - $399,5,49
Singapore (country of birth),2016,Personal weekly income - detailed,$400 - $499,6,62
Singapore (country of birth),2016,Personal weekly income - detailed,$500 - $649,7,77
Singapore (country of birth),2016,Personal weekly income - detailed,$650 - $799,8,67
Singapore (country of birth),2016,Personal weekly income - detailed,$800 - $999,9,89
Singapore (country of birth),2016,Personal weekly income - detailed,"$1,000 - $1,249",10,122
Singapore (country of birth),2016,Personal weekly income - detailed,"$1,250 - $1,499",11,92
Singapore (country of birth),2016,Personal weekly income - detailed,"$1,500 - $1,749",12,109
Singapore (country of birth),2016,Personal weekly income - detailed,"$1,750 - $1,999",13,63
Singapore (country of birth),2016,Personal weekly income - detailed,"$2,000 - $2,999",14,88
Singapore (country of birth),2016,Personal weekly income - detailed,"$3,000 or more",15,43
Singapore (country of birth),2016,Personal weekly income - detailed,Not stated,16,24
Singapore (country of birth),2016,Personal weekly income - detailed,Not applicable,17,54
Singapore (country of birth),2016,Personal weekly income - overview,Less than $500 (Low),1,1136
Singapore (country of birth),2016,Personal weekly income - overview,"$500 - $1,749 (Moderate)",2,556
Singapore (country of birth),2016,Personal weekly income - overview,"$1,750 or more (High)",3,194
Singapore (country of birth),2016,Personal weekly income - overview,Not stated,4,24
Singapore (country of birth),2016,Personal weekly income - overview,Not applicable,5,54
Singapore (country of birth),2016,Household composition,One family household with only family members present,1,698
Singapore (country of birth),2016,Household composition,One family household with non-family members present,2,51
Singapore (country of birth),2016,Household composition,Two family household,3,0
Singapore (country of birth),2016,Household composition,Three or more family household,4,0
Singapore (country of birth),2016,Household composition,Lone person household,5,582
Singapore (country of birth),2016,Household composition,Group household,6,414
Singapore (country of birth),2016,Household composition,Visitors only,7,24
Singapore (country of birth),2016,Household composition,Other non-classifiable,8,0
Singapore (country of birth),2016,Household composition,Not applicable,9,211
Singapore (country of birth),2016,Household composition,Family household,1,749
Singapore (country of birth),2016,Household composition,Lone person household,2,582
Singapore (country of birth),2016,Household composition,Group household,3,414
Singapore (country of birth),2016,Household composition,Visitors only,4,24
Singapore (country of birth),2016,Household composition,Other non-classifiable,5,0
Singapore (country of birth),2016,Household composition,Not applicable,6,211
Singapore (country of birth),2016,Housing type,Separate house,1,17
Singapore (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with one storey",2,14
Singapore (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with two or more storeys",3,95
Singapore (country of birth),2016,Housing type,Flat or apartment in a one or two storey block,4,35
Singapore (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,83
Singapore (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,1510
Singapore (country of birth),2016,Housing type,Flat or apartment attached to a house,7,0
Singapore (country of birth),2016,Housing type,Caravan,8,0
Singapore (country of birth),2016,Housing type,"Cabin, houseboat",9,0
Singapore (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,0
Singapore (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,0
Singapore (country of birth),2016,Housing type,Not stated,12,17
Singapore (country of birth),2016,Housing type,Not applicable,13,211
Singapore (country of birth),2016,Housing tenure,Owned outright,1,331
Singapore (country of birth),2016,Housing tenure,Owned with a mortgage,2,247
Singapore (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,6
Singapore (country of birth),2016,Housing tenure,Rented,4,1132
Singapore (country of birth),2016,Housing tenure,Being occupied rent-free,5,27
Singapore (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,0
Singapore (country of birth),2016,Housing tenure,Other tenure type,7,3
Singapore (country of birth),2016,Housing tenure,Not stated,8,29
Singapore (country of birth),2016,Housing tenure,Not applicable,9,211
Hong Kong (country of birth),2016,Age,0-4 years,1,18
Hong Kong (country of birth),2016,Age,5-14 years,2,19
Hong Kong (country of birth),2016,Age,15-19 years,3,173
Hong Kong (country of birth),2016,Age,20-24 years,4,580
Hong Kong (country of birth),2016,Age,25-29 years,5,376
Hong Kong (country of birth),2016,Age,30-34 years,6,289
Hong Kong (country of birth),2016,Age,35-39 years,7,144
Hong Kong (country of birth),2016,Age,40-44 years,8,76
Hong Kong (country of birth),2016,Age,45-49 years,9,56
Hong Kong (country of birth),2016,Age,50-54 years,10,45
Hong Kong (country of birth),2016,Age,55-59 years,11,42
Hong Kong (country of birth),2016,Age,60-64 years,12,47
Hong Kong (country of birth),2016,Age,65+ years,13,53
Hong Kong (country of birth),2016,Proficiency in English,Speaks English only,1,176
Hong Kong (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,719
Hong Kong (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,798
Hong Kong (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,193
Hong Kong (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,8
Hong Kong (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,3
Hong Kong (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,15
Hong Kong (country of birth),2016,Educational institution attendance,Preschool,1,0
Hong Kong (country of birth),2016,Educational institution attendance,Infants/Primary,2,8
Hong Kong (country of birth),2016,Educational institution attendance,Secondary,3,24
Hong Kong (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,111
Hong Kong (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,671
Hong Kong (country of birth),2016,Educational institution attendance,Other,6,43
Hong Kong (country of birth),2016,Educational institution attendance,Not stated,7,22
Hong Kong (country of birth),2016,Educational institution attendance,Not applicable,8,1018
Hong Kong (country of birth),2016,Level of education,Postgraduate Degree Level,1,205
Hong Kong (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,50
Hong Kong (country of birth),2016,Level of education,Bachelor Degree Level,3,629
Hong Kong (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,155
Hong Kong (country of birth),2016,Level of education,Certificate Level,5,65
Hong Kong (country of birth),2016,Level of education,Level of education inadequately described,6,32
Hong Kong (country of birth),2016,Level of education,Level of education not stated,7,34
Hong Kong (country of birth),2016,Level of education,Not applicable,8,739
Hong Kong (country of birth),2016,Religious affiliation,Buddhism,3,104
Hong Kong (country of birth),2016,Religious affiliation,Christianity,2,395
Hong Kong (country of birth),2016,Religious affiliation,Hinduism,6,0
Hong Kong (country of birth),2016,Religious affiliation,Islam,6,0
Hong Kong (country of birth),2016,Religious affiliation,Judaism,6,0
Hong Kong (country of birth),2016,Religious affiliation,Other Religions,4,4
Hong Kong (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,1,1320
Hong Kong (country of birth),2016,Religious affiliation,Inadequately described,8,6
Hong Kong (country of birth),2016,Religious affiliation,Not stated,9,84
Hong Kong (country of birth),2016,Year of arrival,Before 2000,1,503
Hong Kong (country of birth),2016,Year of arrival,2000-2005,2,193
Hong Kong (country of birth),2016,Year of arrival,2006-2010,3,251
Hong Kong (country of birth),2016,Year of arrival,2011-2015,4,726
Hong Kong (country of birth),2016,Year of arrival,Arrived 2016,5,137
Hong Kong (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,16
Hong Kong (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,1872
Hong Kong (country of birth),2016,Need for assistance with core activities,Not stated,3,31
Hong Kong (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,1771
Hong Kong (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,76
Hong Kong (country of birth),2016,Providing paid assistance,Not stated,3,24
Hong Kong (country of birth),2016,Providing paid assistance,Not applicable,4,35
Hong Kong (country of birth),2016,Providing child care,Did not provide child care,1,1707
Hong Kong (country of birth),2016,Providing child care,Provided child care,2,151
Hong Kong (country of birth),2016,Providing child care,Not stated,3,14
Hong Kong (country of birth),2016,Providing child care,Not applicable,4,35
Hong Kong (country of birth),2016,Labour force status - detailed,"Employed, worked full-time",1,591
Hong Kong (country of birth),2016,Labour force status - detailed,"Employed, worked part-time",2,333
Hong Kong (country of birth),2016,Labour force status - detailed,"Employed, away from work",3,47
Hong Kong (country of birth),2016,Labour force status - detailed,"Unemployed, looking for full-time work",4,51
Hong Kong (country of birth),2016,Labour force status - detailed,"Unemployed, looking for part-time work",5,105
Hong Kong (country of birth),2016,Labour force status - detailed,Not in the labour force,6,754
Hong Kong (country of birth),2016,Labour force status - detailed,Not stated,7,7
Hong Kong (country of birth),2016,Labour force status - detailed,Not applicable,8,35
Hong Kong (country of birth),2016,Labour force status - overview,Employed,1,971
Hong Kong (country of birth),2016,Labour force status - overview,Unemployed,2,156
Hong Kong (country of birth),2016,Labour force status - overview,Not in the labour force,3,754
Hong Kong (country of birth),2016,Labour force status - overview,Not stated,4,7
Hong Kong (country of birth),2016,Labour force status - overview,Not applicable,5,35
Hong Kong (country of birth),2016,Occupation,Managers,4,94
Hong Kong (country of birth),2016,Occupation,Professionals,1,359
Hong Kong (country of birth),2016,Occupation,Technicians and Trades Workers,6,76
Hong Kong (country of birth),2016,Occupation,Community and Personal Service Workers,2,150
Hong Kong (country of birth),2016,Occupation,Clerical and Administrative Workers,3,116
Hong Kong (country of birth),2016,Occupation,Sales Workers,5,83
Hong Kong (country of birth),2016,Occupation,Machinery Operators and Drivers,8,18
Hong Kong (country of birth),2016,Occupation,Labourers,7,57
Hong Kong (country of birth),2016,Occupation,Inadequately described,9,11
Hong Kong (country of birth),2016,Occupation,Not stated,10,8
Hong Kong (country of birth),2016,Occupation,Not applicable,11,949
Hong Kong (country of birth),2016,Personal weekly income - detailed,Negative income,1,20
Hong Kong (country of birth),2016,Personal weekly income - detailed,Nil income,2,542
Hong Kong (country of birth),2016,Personal weekly income - detailed,$1 - $149,3,80
Hong Kong (country of birth),2016,Personal weekly income - detailed,$150 - $299,4,116
Hong Kong (country of birth),2016,Personal weekly income - detailed,$300 - $399,5,118
Hong Kong (country of birth),2016,Personal weekly income - detailed,$400 - $499,6,89
Hong Kong (country of birth),2016,Personal weekly income - detailed,$500 - $649,7,118
Hong Kong (country of birth),2016,Personal weekly income - detailed,$650 - $799,8,93
Hong Kong (country of birth),2016,Personal weekly income - detailed,$800 - $999,9,127
Hong Kong (country of birth),2016,Personal weekly income - detailed,"$1,000 - $1,249",10,151
Hong Kong (country of birth),2016,Personal weekly income - detailed,"$1,250 - $1,499",11,97
Hong Kong (country of birth),2016,Personal weekly income - detailed,"$1,500 - $1,749",12,98
Hong Kong (country of birth),2016,Personal weekly income - detailed,"$1,750 - $1,999",13,59
Hong Kong (country of birth),2016,Personal weekly income - detailed,"$2,000 - $2,999",14,102
Hong Kong (country of birth),2016,Personal weekly income - detailed,"$3,000 or more",15,55
Hong Kong (country of birth),2016,Personal weekly income - detailed,Not stated,16,16
Hong Kong (country of birth),2016,Personal weekly income - detailed,Not applicable,17,35
Hong Kong (country of birth),2016,Personal weekly income - overview,Less than $500 (Low),1,965
Hong Kong (country of birth),2016,Personal weekly income - overview,"$500 - $1,749 (Moderate)",2,684
Hong Kong (country of birth),2016,Personal weekly income - overview,"$1,750 or more (High)",3,216
Hong Kong (country of birth),2016,Personal weekly income - overview,Not stated,4,16
Hong Kong (country of birth),2016,Personal weekly income - overview,Not applicable,5,35
Hong Kong (country of birth),2016,Household composition,One family household with only family members present,1,713
Hong Kong (country of birth),2016,Household composition,One family household with non-family members present,2,129
Hong Kong (country of birth),2016,Household composition,Two family household,3,10
Hong Kong (country of birth),2016,Household composition,Three or more family household,4,4
Hong Kong (country of birth),2016,Household composition,Lone person household,5,408
Hong Kong (country of birth),2016,Household composition,Group household,6,526
Hong Kong (country of birth),2016,Household composition,Visitors only,7,20
Hong Kong (country of birth),2016,Household composition,Other non-classifiable,8,0
Hong Kong (country of birth),2016,Household composition,Not applicable,9,177
Hong Kong (country of birth),2016,Household composition,Family household,1,856
Hong Kong (country of birth),2016,Household composition,Lone person household,2,408
Hong Kong (country of birth),2016,Household composition,Group household,3,526
Hong Kong (country of birth),2016,Household composition,Visitors only,4,20
Hong Kong (country of birth),2016,Household composition,Other non-classifiable,5,0
Hong Kong (country of birth),2016,Household composition,Not applicable,6,177
Hong Kong (country of birth),2016,Housing type,Separate house,1,16
Hong Kong (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with one storey",2,20
Hong Kong (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with two or more storeys",3,111
Hong Kong (country of birth),2016,Housing type,Flat or apartment in a one or two storey block,4,31
Hong Kong (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,74
Hong Kong (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,1528
Hong Kong (country of birth),2016,Housing type,Flat or apartment attached to a house,7,0
Hong Kong (country of birth),2016,Housing type,Caravan,8,0
Hong Kong (country of birth),2016,Housing type,"Cabin, houseboat",9,0
Hong Kong (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,0
Hong Kong (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,0
Hong Kong (country of birth),2016,Housing type,Not stated,12,17
Hong Kong (country of birth),2016,Housing type,Not applicable,13,177
Hong Kong (country of birth),2016,Housing tenure,Owned outright,1,265
Hong Kong (country of birth),2016,Housing tenure,Owned with a mortgage,2,361
Hong Kong (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,3
Hong Kong (country of birth),2016,Housing tenure,Rented,4,1076
Hong Kong (country of birth),2016,Housing tenure,Being occupied rent-free,5,25
Hong Kong (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,5
Hong Kong (country of birth),2016,Housing tenure,Other tenure type,7,4
Hong Kong (country of birth),2016,Housing tenure,Not stated,8,59
Hong Kong (country of birth),2016,Housing tenure,Not applicable,9,177
Vietnam (country of birth),2016,Age,0-4 years,1,4
Vietnam (country of birth),2016,Age,5-14 years,2,37
Vietnam (country of birth),2016,Age,15-19 years,3,179
Vietnam (country of birth),2016,Age,20-24 years,4,387
Vietnam (country of birth),2016,Age,25-29 years,5,256
Vietnam (country of birth),2016,Age,30-34 years,6,148
Vietnam (country of birth),2016,Age,35-39 years,7,129
Vietnam (country of birth),2016,Age,40-44 years,8,159
Vietnam (country of birth),2016,Age,45-49 years,9,102
Vietnam (country of birth),2016,Age,50-54 years,10,121
Vietnam (country of birth),2016,Age,55-59 years,11,119
Vietnam (country of birth),2016,Age,60-64 years,12,105
Vietnam (country of birth),2016,Age,65+ years,13,158
Vietnam (country of birth),2016,Proficiency in English,Speaks English only,1,123
Vietnam (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,554
Vietnam (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,744
Vietnam (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,366
Vietnam (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,81
Vietnam (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,15
Vietnam (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,11
Vietnam (country of birth),2016,Educational institution attendance,Preschool,1,4
Vietnam (country of birth),2016,Educational institution attendance,Infants/Primary,2,15
Vietnam (country of birth),2016,Educational institution attendance,Secondary,3,50
Vietnam (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,89
Vietnam (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,515
Vietnam (country of birth),2016,Educational institution attendance,Other,6,62
Vietnam (country of birth),2016,Educational institution attendance,Not stated,7,39
Vietnam (country of birth),2016,Educational institution attendance,Not applicable,8,1119
Vietnam (country of birth),2016,Level of education,Postgraduate Degree Level,1,163
Vietnam (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,37
Vietnam (country of birth),2016,Level of education,Bachelor Degree Level,3,461
Vietnam (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,156
Vietnam (country of birth),2016,Level of education,Certificate Level,5,112
Vietnam (country of birth),2016,Level of education,Level of education inadequately described,6,23
Vietnam (country of birth),2016,Level of education,Level of education not stated,7,53
Vietnam (country of birth),2016,Level of education,Not applicable,8,897
Vietnam (country of birth),2016,Religious affiliation,Buddhism,2,724
Vietnam (country of birth),2016,Religious affiliation,Christianity,3,289
Vietnam (country of birth),2016,Religious affiliation,Hinduism,6,0
Vietnam (country of birth),2016,Religious affiliation,Islam,6,0
Vietnam (country of birth),2016,Religious affiliation,Judaism,6,0
Vietnam (country of birth),2016,Religious affiliation,Other Religions,4,12
Vietnam (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,1,781
Vietnam (country of birth),2016,Religious affiliation,Inadequately described,8,3
Vietnam (country of birth),2016,Religious affiliation,Not stated,9,83
Vietnam (country of birth),2016,Year of arrival,Before 2000,1,791
Vietnam (country of birth),2016,Year of arrival,2000-2005,2,103
Vietnam (country of birth),2016,Year of arrival,2006-2010,3,212
Vietnam (country of birth),2016,Year of arrival,2011-2015,4,561
Vietnam (country of birth),2016,Year of arrival,Arrived 2016,5,151
Vietnam (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,86
Vietnam (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,1767
Vietnam (country of birth),2016,Need for assistance with core activities,Not stated,3,40
Vietnam (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,1629
Vietnam (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,170
Vietnam (country of birth),2016,Providing paid assistance,Not stated,3,59
Vietnam (country of birth),2016,Providing paid assistance,Not applicable,4,38
Vietnam (country of birth),2016,Providing child care,Did not provide child care,1,1482
Vietnam (country of birth),2016,Providing child care,Provided child care,2,340
Vietnam (country of birth),2016,Providing child care,Not stated,3,35
Vietnam (country of birth),2016,Providing child care,Not applicable,4,38
Vietnam (country of birth),2016,Labour force status - detailed,"Employed, worked full-time",1,472
Vietnam (country of birth),2016,Labour force status - detailed,"Employed, worked part-time",2,367
Vietnam (country of birth),2016,Labour force status - detailed,"Employed, away from work",3,37
Vietnam (country of birth),2016,Labour force status - detailed,"Unemployed, looking for full-time work",4,55
Vietnam (country of birth),2016,Labour force status - detailed,"Unemployed, looking for part-time work",5,108
Vietnam (country of birth),2016,Labour force status - detailed,Not in the labour force,6,797
Vietnam (country of birth),2016,Labour force status - detailed,Not stated,7,11
Vietnam (country of birth),2016,Labour force status - detailed,Not applicable,8,38
Vietnam (country of birth),2016,Labour force status - overview,Employed,1,876
Vietnam (country of birth),2016,Labour force status - overview,Unemployed,2,163
Vietnam (country of birth),2016,Labour force status - overview,Not in the labour force,3,797
Vietnam (country of birth),2016,Labour force status - overview,Not stated,4,11
Vietnam (country of birth),2016,Labour force status - overview,Not applicable,5,38
Vietnam (country of birth),2016,Occupation,Managers,3,98
Vietnam (country of birth),2016,Occupation,Professionals,1,235
Vietnam (country of birth),2016,Occupation,Technicians and Trades Workers,7,72
Vietnam (country of birth),2016,Occupation,Community and Personal Service Workers,2,133
Vietnam (country of birth),2016,Occupation,Clerical and Administrative Workers,6,91
Vietnam (country of birth),2016,Occupation,Sales Workers,4,97
Vietnam (country of birth),2016,Occupation,Machinery Operators and Drivers,8,35
Vietnam (country of birth),2016,Occupation,Labourers,5,94
Vietnam (country of birth),2016,Occupation,Inadequately described,9,12
Vietnam (country of birth),2016,Occupation,Not stated,10,8
Vietnam (country of birth),2016,Occupation,Not applicable,11,1018
Vietnam (country of birth),2016,Personal weekly income - detailed,Negative income,1,13
Vietnam (country of birth),2016,Personal weekly income - detailed,Nil income,2,379
Vietnam (country of birth),2016,Personal weekly income - detailed,$1 - $149,3,89
Vietnam (country of birth),2016,Personal weekly income - detailed,$150 - $299,4,227
Vietnam (country of birth),2016,Personal weekly income - detailed,$300 - $399,5,217
Vietnam (country of birth),2016,Personal weekly income - detailed,$400 - $499,6,158
Vietnam (country of birth),2016,Personal weekly income - detailed,$500 - $649,7,138
Vietnam (country of birth),2016,Personal weekly income - detailed,$650 - $799,8,108
Vietnam (country of birth),2016,Personal weekly income - detailed,$800 - $999,9,106
Vietnam (country of birth),2016,Personal weekly income - detailed,"$1,000 - $1,249",10,103
Vietnam (country of birth),2016,Personal weekly income - detailed,"$1,250 - $1,499",11,47
Vietnam (country of birth),2016,Personal weekly income - detailed,"$1,500 - $1,749",12,56
Vietnam (country of birth),2016,Personal weekly income - detailed,"$1,750 - $1,999",13,43
Vietnam (country of birth),2016,Personal weekly income - detailed,"$2,000 - $2,999",14,72
